#Data,Import,Orgànica,Àrea ES,Funcional,Econòmica,Nom terc.,Text lliure
2025-02-14,17.61,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC LOCAL C/MONTSENY DEL 04/09/2024 A 09/11/2024
2025-02-14,33.3,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC ENLL.PUBLIC DEL 31/08/2024 A 01/11/2024
2025-02-14,53.27,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC PIS SOCIAL DEL 04/09/2024 A 09/11/2024
2025-02-14,1017.6,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC ESCOLA ROSER CAPDEVILA DEL 31/10/2024 A 30/11/2024
2025-02-14,36.88,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM GAS EL ROURE DEL 26/09/2024 A 26/11/2024
2025-02-14,61.24,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM GAS EL ROURE DEL 26/09/2024 A 26/11/2024
2025-02-14,2016.49,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC EL ROURE DEL 31/10/2024 A 30/11/2024
2025-02-14,35.97,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC ENLL.PUBLIC DEL 31/10/2024 A 30/11/2024
2025-02-14,327.1,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC CENTRE CIVIC DEL 31/10/2024 A 30/11/2024
2025-02-14,146.13,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC CAMP DE FUTBOL DEL 31/10/2024 A 30/11/2024
2025-02-14,590.06,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC PISTA DEL TURO DEL 31/10/2024 A 30/11/2024
2025-02-14,25.11,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC ENLL.PUBLIC DEL 31/10/2024 A 30/11/2024
2025-02-14,31.05,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC ENLL.PUBLIC DEL 31/10/2024 A 30/11/2024
2025-02-14,299.17,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC ENLL.PUBLIC DEL 31/10/2024 A 30/11/2024
2025-02-14,165.38,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC ANTIGA ZONA ESCOLA POLINYA DEL 31/10/2024 A 30/11/2024
2025-02-14,460.88,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC CARREGADOR RAMBLA RAFAEL CASANOVA DEL 31/10/2024 A 30/11/2024
2025-02-14,1565.45,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC ESCOLA DE LA VILA DEL 31/10/2024 A 30/11/2024
2025-02-14,945.84,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM GAS EBM GINESTA DEL 06/11/2024 A 05/12/2024
2025-02-14,64.12,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC ENLL.PUBLIC DEL 31/10/2024 A 30/11/2024
2025-02-14,697.75,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC ENLL.PUBLIC DEL 28/10/2024 A 30/11/2024
2025-02-14,226.26,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC ESPAI JOVE DEL 31/10/2024 A 30/11/2024
2025-02-14,451.23,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM GAS EBM GINESTA DEL 07/10/2024 A 06/11/2024
2025-02-14,636.76,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC EBM GINESTA DEL 31/10/2024 A 30/11/2024
2025-02-14,328.09,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM GAS CAMP DE FUTBOL DEL 07/10/2024 A 06/11/2024
2025-02-14,195.75,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC CARREGADOR ELECTRIC C/ONZE DE SETEMBRE DEL 31/10/2024 A 30/11/2024
2025-02-14,158.46,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM GAS ESCOLA DE LA VILA DEL 07/10/2024 A 06/11/2024
2025-02-14,629.22,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC CARREGADOR C/JOAN OLIVER-AV.SENTMENAT DEL 31/10/2024 A 30/11/2024
2025-02-14,37.06,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM GAS EBM BADABADOC DEL 27/09/2024 A 27/11/2024
2025-02-14,104.37,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC CARREGA COTXES ELECTRICS SITUATS AL AV. DE LLUIS COMPANYS DEL 31/10/2024 A 30/11/2024
2025-02-14,632.48,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM GAS ESCOLA ROSER CAPDEVILA DEL 07/10/2024 A 06/11/2024
2025-02-14,799.08,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC CAMP DE FUTBOL DEL 31/10/2024 A 30/11/2024
2025-02-14,80.27,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM GAS PIS SOCIAL DEL 03/10/2024 A 28/11/2024
2025-02-14,541.31,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC EBM BADABADOC DEL 31/10/2024 A 30/11/2024
2025-02-14,2566.34,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM GAS ESCOLA DE LA VILA DEL 06/11/2024 A 05/12/2024
2025-02-14,59.97,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM GAS CENTRE CIVIC DEL 03/10/2024 A 26/11/2024
2025-02-14,985.92,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM GAS CAMP DE FUTBOL DEL 06/11/2024 A 05/12/2024
2025-02-14,1425,17,Empleo,,,"FREIRE LÓPEZ, CARLOS",CURS CARRETONER - FORMACIÓ ATURATS I ACTIUS
2025-02-14,3040,11,Educación,,,FUNDACIÓ PRIVADA MAIN,PRESTACIÓ SERVEI NOX DE FORMACIÓ I NOVES OPORTUNITATS EN XARXA - DESEMBRE 2024
2025-02-14,24.2,10,Juventud,,,"GIROCOPI, SL - SISTEMES D'ORGANITZACIÓ, SA",LLOGUER IMPRESSORA CASAL DE JOVES - DESEMBRE 2024
2025-02-14,363,18,Servicios de mantenimiento de edificios e inversiones,,,"HAPPYLUDIC PLAYGROUND AND URBAN EQUIPMENT, S.L.",BOSSES PIPICAN
2025-02-14,315.23,11,Educación,,,"HIPER ESCOLA GIRONA, S.L.",TAULA PLEGABLE EBM BADABADOC
2025-02-14,488.15,18,Servicios de mantenimiento de edificios e inversiones,,,"INSTALACIONES TECNICAS AUBACH, SL",MANTENIMENT PARALLAMPS 2024
2025-02-14,190.85,08,Cultura,,,"LOPEZ SERRANO, ENRIC",HORA DEL CONTE DESEMBRE BIBLIOTECA MPAL
2025-02-14,87.18,18,Servicios de mantenimiento de edificios e inversiones,,,"MAQUINÀRIA AGRÍCOLA RUSIÑOL, S.A.",REPARACIÓ BUFADOR TURO
2025-02-14,282.25,21,Personas mayores,,,"MOLINA HIGUERAS, RAMON",CATERING XIX ZAMBOMBÀ GENT GRAN
2025-02-14,522.5,11,Educación,,,NONA UMBERT SOLÀ,ESPECTABLE EBM BADABADOC
2025-02-14,599.5,11,Educación,,,"PERETA SIMÓN, ELENA",ESPECTACLE EBM GINESTA
2025-02-14,122.16,18,Servicios de mantenimiento de edificios e inversiones,,,"PLANA FABREGA SABADELL, SL",REPARACIÓ ALARMA PIS SOCIAL C/CADÍ
2025-02-14,302.5,21,Personas mayores,,,"PORCEL DE PERALTA BAUDRACCO, ULISES DAMIAN",ACTUACIÓ MUSICAL FESTA NADAL GENT GRAN
2025-02-14,5.93,11,Educación,,,"RICOH, SISTEMAS UTE",CÒPIES IMPRESSORA EBM GINESTA - OCTUBRE 2024
2025-02-14,56.63,11,Educación,,,"RICOH, SISTEMAS UTE",CÒPIES IMPRESSORA EBM BADABADOC - NOVEMBRE 2024
2025-02-14,10.08,11,Educación,,,"RICOH, SISTEMAS UTE",CÒPIES IMPRESSORA EBM GINESTA - NOVEMBRE 2024
2025-02-14,99.81,03,Seguridad ciudadana,,,"RICOH, SISTEMAS UTE",CÒPIES IMPRESSORA POLICIA - NOVEMBRE 2024
2025-02-14,594.11,03,Seguridad ciudadana,,,"RUBICOP 112, S.L.",CONS REFLECTANTS SERVEI POLICIAL
2025-02-14,402.03,18,Servicios de mantenimiento de edificios e inversiones,,,"SALTOKI BARBERÀ, SL",COMPRA MATERIAL BRIGADA MANTENIMENT EBM BADABADOC
2025-02-14,96.98,02,Servicios generales,,,SERVICIOS MICROINFORMATICA S.A.,MATERIAL INFORMÀTIC
2025-02-14,102.24,06,Servicios municipales y vías públicas,,,"SGS Inspecciones Reglamentarias, SA",INSPECCIÓ ASCENSORS
2025-02-14,102.24,06,Servicios municipales y vías públicas,,,"SGS Inspecciones Reglamentarias, SA",INSPECCIÓ ASCENSORS
2025-02-14,102.24,06,Servicios municipales y vías públicas,,,"SGS Inspecciones Reglamentarias, SA",INSPECCIÓ ASCENSORS
2025-02-14,102.25,06,Servicios municipales y vías públicas,,,"SGS Inspecciones Reglamentarias, SA",INSPECCIÓ ASCENSORS
2025-02-14,102.25,06,Servicios municipales y vías públicas,,,"SGS Inspecciones Reglamentarias, SA",INSPECCIÓ ASCENSORS
2025-02-14,102.25,06,Servicios municipales y vías públicas,,,"SGS Inspecciones Reglamentarias, SA",INSPECCIÓ ASCENSORS
2025-02-14,15449.86,06,Servicios municipales y vías públicas,,,"SPORTISE CREATIVE SOLUTIONS, SL",CONDUCCIÓ I MATENIMENT ZONA ESPORTIVA DEL TURÓ - DESEMBRE 2024
2025-02-14,84,15,Salud y consumo,,,"VILAPLANA DE JUAN, SUSANNA",BENESTAR GATS
2025-02-14,708.93,15,Salud y consumo,,,"VILAPLANA DE JUAN, SUSANNA",BENESTAR GATS
2025-02-14,36,02,Servicios generales,,,"COMERCIA GLOBAL PAYMENTS ENTIDAD DE PAGO, S.L.",SERVEIS D'ADQUIRENCIA 11/2024
2025-02-14,227.25,02,Servicios generales,,,ENTITAT AUTONOMA DEL DIARI OFICIAL I PUBL. DE LA GENERALITAT,TAXA PUBLICACIÓ ANUNCI OFERTA PÚBLICA D'OCUPACIÓ 2024
