#Data,Import,Orgànica,Àrea ES,Funcional,Econòmica,Nom terc.,Text lliure
2022-02-02,362.7,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC CAMP DE FUTBOL DEL 30/11/2021 AL 31/12/2021
2022-02-02,459.23,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC CAMP DE FUTBOL DEL 30/11/2021 AL 31/12/2021
2022-02-02,497.94,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC ENLL.PUBLIC DEL 30/11/2021 AL 31/12/2021
2022-02-02,787.55,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC ESCOLA ROSER CAPDEVILA DEL 30/11/2021 AL 31/12/2021
2022-02-02,788.85,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC ESCOLA PERE CALDERS DEL 30/11/2021 AL 31/12/2021
2022-02-02,862.63,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC CAN GAVARRA DEL 31/10/21 AL 30/11/21
2022-02-02,907.28,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC ENLL. PUBLIC DEL 30/11/2021 AL 31/12/2021
2022-02-02,983.62,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC EDIFICI AJUNTAMENT DEL 30/11/2021 AL 31/12/2021
2022-02-02,1014.55,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC ENLL.PUBLIC DEL 31/07/2021 AL 31/08/2021
2022-02-02,1037.68,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC ESCOLA POLINYA DEL 30/11/2021 AL 31/12/2021
2022-02-02,1246.86,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM GAS CAMP DE FUTBOL DEL 05/11/2021 AL 07/12/2021
2022-02-02,1305.2,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM GAS EBM LA GINESTA DE 05/11/2021 A 07/12/2021
2022-02-02,1595.98,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC ENLL.PUBLIC DEL  31/10/2021 AL 30/11/2021
2022-02-02,1775.99,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM ELECTRIC EL ROURE DEL 30/11/2021 AL 31/12/2021
2022-02-02,5563.86,18,Servicios de mantenimiento de edificios e inversiones,,,"ENDESA ENERGIA,S.A.",CONSUM GAS ESCOLA PERE CALDERS DEL 05/11/2021 AL 07/12/2021
2022-02-02,7073.44,06,Servicios municipales y vías públicas,,,"ETRA BONAL, S.A.",MANTENIMENT ENLLUMENAT PÚBLIC DESEMBRE 2021
2022-02-02,326.7,18,Servicios de mantenimiento de edificios e inversiones,,,"EXCATRANS MARTINEZ, SL",RETIRADA BARRERES FORMIGÓ TERRASSES DEL C/ ONZE DE SETEMBRE A CAN ROVIRA
2022-02-02,1452,18,Servicios de mantenimiento de edificios e inversiones,,,"EXCATRANS MARTINEZ, SL",ARRANJAMENT PATI ESCOLA POLINYÀ
2022-02-02,1684.47,20,Promoción económica,,,FENIX TRANSPORT,SERVEI DE DISTRIBUCIÓ MARKET PLACE RIERA DE CALDES
2022-02-02,308.55,20,Promoción económica,,,"FERNANDEZ LOPEZ, MANUELA  - IMAFER FOTOGRAFÍA",FOTOGRAFIES GUANYADORS CONCURS APARADORS
2022-02-02,44.73,10,Juventud,,,"GIROCOPI, SL - SISTEMES D'ORGANITZACIÓ, SA",LLOGUER FOTOCOPIADORA I COPIES CASAL DE JOVES -GENER 2022-
2022-02-02,121,18,Servicios de mantenimiento de edificios e inversiones,,,"HAPPYLUDIC PLAYGROUND AND URBAN EQUIPMENT, S.L.",SUBMINISTRAMENT DE BOSSES
2022-02-02,661.39,15,Salud y consumo,,,"HELP-GUAU, SL",RECOLLIDA I ESTADA ANIMALS DESEMBRE 2021
2022-02-02,5273.18,02,Servicios generales,,,"HIBERUS SISTEMAS INFORMATICOS, S.L.",RENOVACIÓ LLICENCIES OFFICE 365
2022-02-02,10546.36,02,Servicios generales,,,"HIBERUS SISTEMAS INFORMATICOS, S.L.",RENOVACIÓ LLICENCIES OFFICE 365
2022-02-02,1040,09,"Comunicación, participación ciudadana y calidad democrática",,,"IMPREMTA PAGES, SL",BUTLLETI Nº192 DESEMBRE
2022-02-02,1449.58,08,Cultura,,,"INICIATIVES ARTISTIQUES I CULTURALS BAMBALINA, S.L.",ACTIVITAT BOLA DE NEU FÀBRICA DE JOGUINES
2022-02-02,1610.44,18,Servicios de mantenimiento de edificios e inversiones,,,"JOMAG, SL",LLOGUER NAU BRIGADA MUNICIPAL GENER 2022
2022-02-02,594.93,18,Servicios de mantenimiento de edificios e inversiones,,,"JORDI GIRIBETS MONTAL, SLU",MATERIAL MANTENIMENT EL ROURE
2022-02-02,165.5,18,Servicios de mantenimiento de edificios e inversiones,,,"JORDI L'ESPIGOL JARDINER, S.L.",MANTENIMENT ZONES VERDES CAN GVARRA DESEMBRE 2021
2022-02-02,314.6,09,"Comunicación, participación ciudadana y calidad democrática",,,"JUBIERRE BUSQUETS, FRANCESC XAVIER",FOTOGRAFIES DE LA CAVALCADA DE REIS
2022-02-02,1210,20,Promoción económica,,,"LINARES SÁNCHEZ, JOSÉ LUIS",ACTORS ANIMACIÓ FIRA DE NADAL
2022-02-02,2299,20,Promoción económica,,,"LINARES SÁNCHEZ, JOSÉ LUIS",PARADES I ACTORS FIRA DE NADAL
2022-02-02,445.28,02,Servicios generales,,,"LISBONA MILLAN, CARMEN",LLOGUER LOCAL JUTJAT DE PAU -FEBRER 2022-
2022-02-02,994.97,02,Servicios generales,,,LOCALRET,QUOTA 2022
2022-02-02,2640,08,Cultura,,,MANUEL GABRIEL BERNAD,ESPECTACLE CAVALCADA NADAL 2022
2022-02-02,550,16,Servicios sociales,,,"MARSAL SOLER ANGEL I CIA, CB",LLOGUER PIS SOCIAL C/ CADÍ- FEBRER 2022
2022-02-02,650,16,Servicios sociales,,,"MARTIN LLAMAS, MARIA JESUS",LLOGUER PIS SOCIAL C/ROMANI -FEBRER 2022-
2022-02-02,936,09,"Comunicación, participación ciudadana y calidad democrática",,,"MIRADA LOCAL, SL",SUPORT A LA REDACCIÓ I MAQUETACIÓ DE LA REVISTA MUNICIPAL -DESEMBRE 2021
2022-02-02,586.85,03,Seguridad ciudadana,,,"MUELAS NAVARRETE, RAFAEL",SERVEI GRÚA DESEMBRE 2021
2022-02-02,649.8,17,Empleo,,,"NASCOR FORMACION , SLU",FORMACIÓ AL ROURE - MANIPULACIÓ I AL·LÈRGENS ALIMENTARIS
2022-02-02,243.65,02,Servicios generales,,,"NUPIK INTERNACIONAL, S.L.",SUBMINISTRAMENT GOTS D'AIGUA
2022-02-02,20249.99,10,Juventud,,,"OKTITANS, S.L",PARC DE NADAL 2022
2022-02-02,319.44,09,"Comunicación, participación ciudadana y calidad democrática",,,"ORTEGA ROBLES, FRANCESC  XAVIER",REPARTIMENT BULLETÍ Nº192 DESEMBRE 2021
2022-02-02,4235,20,Promoción económica,,,"OSIAS PARDO, SERGI",CONSULTORIA DIAGNOSIS ENERGÈTIQUES A EMPRESES DELS POLÍGONS DE RIERA DE CALDES
2022-02-02,24549.18,06,Servicios municipales y vías públicas,,,"PROCEDIMIENTO DE ASEO URBANO PAU, S.A.",MANTENIMENT JARDINERIA (EX.C.ROVIRA I AV.SENT) DESEMBRE 2021
2022-02-02,357.5,06,Servicios municipales y vías públicas,,,PUNT VERD SERVEIS S.A.T. CAT,PODA BIODEGRADABLES
2022-02-02,35,01,Presidencia-Órganos de gobierno,,,"RUÍZ CARMONA, NADIA (EL JARDINET DE LES FADES)",RAM FLORS REGAL
2022-02-02,150,01,Presidencia-Órganos de gobierno,,,"RUÍZ CARMONA, NADIA (EL JARDINET DE LES FADES)",RAM FLORS
2022-02-02,125.91,18,Servicios de mantenimiento de edificios e inversiones,,,"SALTOKI BARBERÀ, SL",MATERIALS BRIGADA MANTENIMENT PISTA PETANCA
2022-02-02,169.8,18,Servicios de mantenimiento de edificios e inversiones,,,"SALTOKI BARBERÀ, SL",INSTAL·LACIÓ ELECTRICA FABRICA DE JOGUINES
2022-02-02,196.35,18,Servicios de mantenimiento de edificios e inversiones,,,"SALTOKI BARBERÀ, SL",MATERIAL ELECTRIC PER LA INSTAL·LACIÓ DE LA FABRICA DE JOGUINES
2022-02-02,200.03,18,Servicios de mantenimiento de edificios e inversiones,,,"SALTOKI BARBERÀ, SL",REPARACIÓ FUITA D'AIGUA ESCOLA PERE CALDERS
2022-02-02,455.02,18,Servicios de mantenimiento de edificios e inversiones,,,"SALTOKI BARBERÀ, SL",MATERIALS EL ROURE
2022-02-02,532.4,10,Juventud,,,"SANZ GINOVART, SERGIO",ESCAPE ROOM PROGRAMACIÓ DE NADAL JOVE 2021
2022-02-02,186.5,18,Servicios de mantenimiento de edificios e inversiones,,,"SERVEIS VIALS DEL VALLES, S.L.U.",SUBMINISTRAMENT DE SENYAL D'ALUMINI
2022-02-02,326.88,18,Servicios de mantenimiento de edificios e inversiones,,,"SERVEIS VIALS DEL VALLES, S.L.U.",SUBMINISTRAMENT DE SENYAL D'ALUMINI
2022-02-02,218.31,02,Servicios generales,,,SERVICIOS MICROINFORMATICA S.A.,TONER RICOH AFICIO SP311
2022-02-02,111.75,06,Servicios municipales y vías públicas,,,"SERVICIOS SEMAT, S.A.",RECOLLIDA EXTRA DILLUNS
2022-02-02,149,06,Servicios municipales y vías públicas,,,"SERVICIOS SEMAT, S.A.",RECOLLIDA EXTRA DILLUNS
2022-02-02,0.02,10,Juventud,,,"SERVICIOS SEMAT, S.A.",NETEJA SEMANAL PATI ESCOLA PERE CALDERS -NOVEMBRE 2021-
2022-02-02,157.82,10,Juventud,,,"SERVICIOS SEMAT, S.A.",NETEJA SEMANAL PATI ESCOLA PERE CALDERS -NOVEMBRE 2021-
2022-02-02,185.12,06,Servicios municipales y vías públicas,,,"SERVICIOS SEMAT, S.A.",BUIDAT CONTENIDORS PARC LA PINEDA
2022-02-02,210.45,10,Juventud,,,"SERVICIOS SEMAT, S.A.",NETEJA SEMANAL PATI ESCOLA PERE CALDERS -DESEMBRE 2021-
2022-02-02,446.97,06,Servicios municipales y vías públicas,,,"SERVICIOS SEMAT, S.A.",RECOLLIDA RESIDUS VOLUMINOSOS 07/12/2021
2022-02-02,506.06,06,Servicios municipales y vías públicas,,,"SERVICIOS SEMAT, S.A.",AMPLIACIÓ BATERIA RAFAEL ALBERTI/LLUIS COMPANYS -DESEMBRE 2021-
2022-02-02,1099.01,06,Servicios municipales y vías públicas,,,"SERVICIOS SEMAT, S.A.",RECOLLIDA EXTRA PAPER I CARTRÓ
2022-02-02,6117.68,06,Servicios municipales y vías públicas,,,"SERVICIOS SEMAT, S.A.",CAIXES 3R TRIMESTRE 2021
